일시,요일,최저기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C),구장,홈,방문,관중수
2023년8월17일,목요일,23.90,32.80,0.00,88.10,18.34,7.10,35.10,광주,KIA,키움,6159.00
2023년8월18일,금요일,23.60,28.80,1.60,84.00,11.47,7.80,27.80,대구,삼성,KIA,10630.00
2023년8월18일,금요일,23.90,33.00,0.20,72.90,24.01,5.80,32.60,한밭,한화,KT,7003.00
2023년8월18일,금요일,25.30,31.10,0.00,74.00,22.79,3.40,29.20,문학,SSG,LG,14549.00
2023년8월18일,금요일,25.50,33.30,0.10,72.10,19.56,3.10,32.10,고척,키움,롯데,8817.00
2023년8월19일,토요일,24.50,31.70,0.10,82.00,14.10,7.00,29.40,대구,삼성,KIA,17448.00
2023년8월19일,토요일,24.10,33.40,0.00,72.40,19.37,4.00,32.90,한밭,한화,KT,11606.00
2023년8월19일,토요일,25.50,30.80,0.00,75.00,25.18,2.90,29.50,문학,SSG,LG,23000.00
2023년8월19일,토요일,26.40,33.60,0.00,68.90,21.24,3.90,32.80,고척,키움,롯데,13423.00
2023년8월19일,토요일,26.40,33.60,0.00,68.90,21.24,3.90,32.80,잠실,두산,NC,12240.00
2023년8월20일,일요일,24.70,33.50,6.30,84.90,15.18,6.90,30.50,대구,삼성,KIA,12586.00
2023년8월20일,일요일,24.60,33.30,0.00,71.10,21.62,5.60,33.00,한밭,한화,KT,8762.00
2023년8월20일,일요일,25.50,30.10,0.00,81.10,15.94,6.30,28.50,문학,SSG,LG,18441.00
2023년8월20일,일요일,25.50,31.80,0.00,71.80,15.87,7.30,31.30,고척,키움,롯데,12545.00
2023년8월20일,일요일,25.50,31.80,0.00,71.80,15.87,7.30,31.30,잠실,두산,NC,8286.00
2023년8월22일,화요일,25.50,32.20,0.30,76.30,13.24,8.00,30.60,수원,KT,KIA,7916.00
2023년8월22일,화요일,25.80,32.20,42.60,80.30,10.50,9.00,28.10,고척,키움,두산,6455.00
2023년8월22일,화요일,23.90,33.70,1.50,73.30,16.68,4.60,33.20,한밭,한화,삼성,5806.00
2023년8월23일,수요일,23.20,27.20,41.80,91.30,3.33,9.60,25.80,고척,키움,두산,6455.00
2023년8월24일,목요일,22.70,29.00,2.70,84.60,12.81,9.50,27.70,수원,KT,KIA,9846.00
2023년8월24일,목요일,22.30,27.80,5.20,84.80,12.56,9.00,27.40,잠실,LG,롯데,15547.00
2023년8월24일,목요일,22.40,27.00,5.70,92.50,8.16,8.90,26.20,문학,SSG,NC,6683.00
2023년8월24일,목요일,22.30,27.80,5.20,84.80,12.56,9.00,27.40,고척,키움,두산,6819.00
2023년8월25일,금요일,23.10,31.20,0.00,88.90,20.65,3.30,28.50,광주,KIA,한화,8457.00
2023년8월25일,금요일,24.30,30.20,0.00,71.00,23.43,4.60,30.60,사직,롯데,KT,10709.00
2023년8월25일,금요일,22.50,31.90,0.90,78.00,22.06,4.60,30.00,창원,NC,LG,9288.00
2023년8월25일,금요일,24.00,30.00,0.00,77.90,20.42,5.00,29.30,잠실,두산,SSG,8363.00
2023년8월25일,금요일,23.80,32.40,0.70,70.50,20.62,5.10,29.70,대구,삼성,키움,11135.00
2023년8월26일,토요일,20.70,32.30,0.00,83.40,25.45,2.10,27.80,광주,KIA,한화,16812.00
2023년8월26일,토요일,25.00,31.10,0.00,64.80,25.51,1.50,31.40,사직,롯데,KT,15657.00
2023년8월26일,토요일,23.70,32.10,0.00,71.80,24.07,0.80,29.80,창원,NC,LG,13484.00
2023년8월26일,토요일,23.30,30.30,0.00,72.30,19.84,6.40,29.30,잠실,두산,SSG,15101.00
2023년8월26일,토요일,21.50,32.80,0.00,68.40,23.97,2.50,29.20,대구,삼성,키움,17586.00
2023년8월27일,일요일,22.60,32.20,0.00,87.80,19.32,5.40,28.60,광주,KIA,한화,12627.00
2023년8월27일,일요일,24.70,32.00,0.00,67.80,24.97,4.80,32.60,사직,롯데,KT,10735.00
2023년8월27일,일요일,23.30,32.30,0.00,72.40,22.96,4.00,29.80,창원,NC,LG,8771.00
2023년8월27일,일요일,22.70,29.60,0.00,75.00,12.00,8.90,27.00,잠실,두산,SSG,11300.00
2023년8월27일,일요일,22.30,30.90,4.70,78.60,17.92,6.10,28.40,대구,삼성,키움,13461.00
2023년8월30일,수요일,21.80,24.30,0.10,84.90,7.27,9.30,24.00,문학,SSG,키움,7809.00
2023년8월31일,목요일,19.80,27.10,0.00,81.30,15.62,6.10,26.00,한밭,한화,롯데,7179.00
2023년8월31일,목요일,19.90,28.90,0.10,90.30,21.78,5.30,27.00,광주,KIA,NC,7152.00
2023년8월31일,목요일,21.00,28.90,0.00,76.90,18.53,6.00,26.00,잠실,LG,두산,17859.00
2023년8월31일,목요일,19.90,28.20,0.00,82.40,17.70,7.30,26.00,수원,KT,삼성,8071.00
2023년8월31일,목요일,21.10,26.90,0.00,78.00,21.00,5.40,25.30,문학,SSG,키움,9780.00
2023년9월1일,금요일,19.70,29.60,0.00,70.60,24.59,0.50,26.80,잠실,LG,한화,20381.00
2023년9월1일,금요일,20.40,28.30,0.00,73.00,23.56,0.90,25.70,문학,SSG,KIA,17281.00
2023년9월1일,금요일,19.70,29.60,0.00,70.60,24.59,0.50,26.80,고척,키움,KT,3746.00
2023년9월1일,금요일,23.10,30.20,0.00,76.60,18.51,8.00,27.80,대구,삼성,NC,12843.00
2023년9월2일,토요일,19.70,30.80,0.00,63.90,23.72,4.60,28.10,잠실,LG,한화,23574.00
2023년9월2일,토요일,20.20,29.10,0.00,71.10,23.17,6.00,26.10,문학,SSG,KIA,23000.00
2023년9월2일,토요일,19.70,30.80,0.00,63.90,23.72,4.60,28.10,고척,키움,KT,6731.00
2023년9월2일,토요일,22.50,28.90,1.10,79.80,14.27,7.50,26.80,대구,삼성,NC,20468.00
2023년9월3일,일요일,23.10,28.80,0.10,77.80,12.19,8.10,26.30,잠실,LG,한화,22858.00
2023년9월3일,일요일,24.00,28.40,0.00,77.00,7.74,8.50,26.30,문학,SSG,KIA,23000.00
2023년9월3일,일요일,23.10,28.80,0.10,77.80,12.19,8.10,26.30,고척,키움,KT,5778.00
2023년9월3일,일요일,22.60,31.80,0.00,76.40,19.54,7.30,30.10,대구,삼성,NC,14601.00
2023년9월3일,일요일,22.80,30.70,0.00,76.30,22.81,3.10,29.60,사직,롯데,두산,11436.00
2023년9월4일,월요일,24.10,30.90,0.00,70.30,18.87,3.10,29.10,사직,롯데,두산,4621.00
2023년9월5일,화요일,22.80,32.50,0.00,71.30,19.74,4.80,29.50,수원,KT,LG,10153.00
2023년9월5일,화요일,23.80,31.20,0.00,66.80,18.25,6.60,30.70,한밭,한화,SSG,5124.00
2023년9월5일,화요일,23.10,28.60,0.00,71.80,21.43,5.40,26.40,울산,롯데,삼성,5999.00
2023년9월5일,화요일,23.30,31.40,0.00,60.00,20.74,3.60,28.00,창원,NC,키움,3511.00
2023년9월6일,수요일,24.00,32.10,0.00,65.10,22.64,1.10,31.70,잠실,두산,KIA,20468.00
2023년9월6일,수요일,22.00,31.70,0.00,67.10,15.79,1.50,28.10,수원,KT,LG,10075.00
2023년9월6일,수요일,21.00,31.30,0.00,67.60,19.48,2.30,29.20,한밭,한화,SSG,7213.00
2023년9월6일,수요일,23.00,27.30,0.00,74.90,15.14,6.50,25.70,울산,롯데,삼성,6380.00
2023년9월6일,수요일,22.70,30.70,0.00,61.10,18.74,2.10,27.30,창원,NC,키움,4269.00
2023년9월7일,목요일,20.90,31.60,0.00,54.80,24.56,0.00,30.50,잠실,두산,KIA,21838.00
2023년9월7일,목요일,19.90,31.20,0.00,53.60,23.62,0.00,28.30,수원,KT,LG,10799.00
2023년9월7일,목요일,19.80,30.10,0.00,60.00,24.37,0.00,30.50,한밭,한화,SSG,7236.00
2023년9월7일,목요일,20.60,27.10,0.00,71.80,20.07,3.40,25.00,울산,롯데,삼성,7156.00
2023년9월7일,목요일,20.70,29.50,0.00,57.90,21.08,1.40,26.90,창원,NC,키움,4780.00
2023년9월8일,금요일,19.60,30.50,0.00,60.30,24.13,0.40,30.10,고척,키움,한화,7715.00
2023년9월8일,금요일,19.30,29.90,0.00,71.50,25.13,0.00,28.20,광주,KIA,LG,12280.00
2023년9월8일,금요일,20.80,29.50,0.00,64.10,20.16,2.40,27.40,창원,NC,롯데,12684.00
2023년9월8일,금요일,18.30,30.60,0.00,63.80,23.35,0.00,28.70,수원,KT,SSG,7200.00
2023년9월8일,금요일,19.60,30.50,0.00,60.30,24.13,0.40,30.10,잠실,두산,삼성,15991.00
2023년9월9일,토요일,20.80,31.20,0.00,66.30,22.64,3.30,30.50,고척,키움,한화,9962.00
2023년9월9일,토요일,20.80,31.20,0.00,66.30,22.64,3.30,30.50,고척,키움,한화,10028.00
2023년9월9일,토요일,19.80,30.70,0.00,80.90,23.47,1.50,29.20,광주,KIA,LG,11820.00
2023년9월9일,토요일,19.80,30.70,0.00,80.90,23.47,1.50,29.20,광주,KIA,LG,18462.00
2023년9월9일,토요일,18.80,28.90,0.00,70.60,23.06,0.30,27.50,창원,NC,롯데,10933.00
2023년9월9일,토요일,18.80,28.90,0.00,70.60,23.06,0.30,27.50,창원,NC,롯데,17861.00
2023년9월9일,토요일,20.10,31.10,0.00,71.60,21.72,2.60,29.40,수원,KT,SSG,13739.00
2023년9월9일,토요일,20.80,31.20,0.00,66.30,22.64,3.30,30.50,잠실,두산,삼성,14279.00
2023년9월9일,토요일,20.80,31.20,0.00,66.30,22.64,3.30,30.50,잠실,두산,삼성,21514.00
2023년9월10일,일요일,22.00,29.60,0.00,68.10,14.57,6.10,29.60,고척,키움,한화,11313.00
2023년9월10일,일요일,21.80,30.70,0.00,86.30,17.71,6.80,29.40,광주,KIA,LG,13948.00
2023년9월10일,일요일,19.80,30.00,0.00,73.80,20.59,3.30,27.80,창원,NC,롯데,13984.00
2023년9월10일,일요일,20.00,30.40,0.00,72.60,18.74,6.00,29.10,수원,KT,SSG,11212.00
2023년9월10일,일요일,22.00,29.60,0.00,68.10,14.57,6.10,29.60,잠실,두산,삼성,17467.00
2023년9월12일,화요일,21.70,29.80,0.00,69.80,12.52,7.40,28.90,잠실,두산,한화,10169.00
2023년9월12일,화요일,22.30,30.60,0.00,74.60,,8.10,32.70,대구,삼성,KIA,9037.00
2023년9월12일,화요일,22.30,28.70,0.00,73.00,16.87,6.90,26.60,문학,SSG,KT,10309.00
2023년9월12일,화요일,23.90,30.30,0.00,74.10,14.83,7.40,30.70,사직,롯데,NC,8202.00
2023년9월13일,수요일,23.50,29.50,0.00,76.80,10.65,9.30,28.40,창원,NC,KT,3919.00
2023년9월13일,수요일,20.10,25.40,30.10,98.90,7.54,10.00,25.40,광주,KIA,롯데,6323.00
2023년9월14일,목요일,21.40,24.50,6.70,89.50,4.39,9.90,23.80,대구,삼성,KT,6850.00
2023년9월14일,목요일,19.20,27.20,0.00,72.40,13.70,7.60,24.00,잠실,두산,SSG,7257.00
2023년9월15일,금요일,20.70,24.20,15.10,93.50,5.01,10.00,24.30,한밭,한화,LG,5724.00
2023년9월15일,금요일,21.50,27.70,42.80,98.80,9.50,8.30,25.60,광주,KIA,두산,7350.00
2023년9월15일,금요일,22.00,26.80,1.50,85.30,6.57,9.50,26.30,창원,NC,삼성,4129.00
2023년9월15일,금요일,22.80,26.80,2.20,80.40,7.96,8.50,27.10,사직,롯데,키움,6409.00
2023년9월16일,토요일,22.00,26.60,38.70,87.80,6.30,9.90,24.70,잠실,LG,SSG,18576.00
2023년9월17일,일요일,21.30,28.60,0.00,83.40,14.29,8.60,26.50,한밭,한화,KT,7406.00
2023년9월17일,일요일,21.30,28.60,0.00,83.40,14.29,8.60,26.50,한밭,한화,KT,6228.00
2023년9월17일,일요일,21.90,27.90,13.20,87.00,11.05,9.50,26.40,대구,삼성,롯데,18746.00
2023년9월17일,일요일,22.20,28.70,3.20,95.40,15.29,7.80,28.00,광주,KIA,두산,12878.00
2023년9월17일,일요일,22.00,28.00,3.00,84.80,12.49,8.00,26.30,잠실,LG,SSG,15193.00
2023년9월17일,일요일,22.00,28.00,3.00,84.80,12.49,8.00,26.30,잠실,LG,SSG,14237.00
2023년9월18일,월요일,21.30,30.10,2.20,79.60,19.23,4.10,26.60,한밭,한화,KT,3425.00
2023년9월18일,월요일,22.10,30.40,0.00,90.00,19.18,4.50,28.00,광주,KIA,두산,3482.00
2023년9월19일,화요일,21.20,28.60,0.00,86.90,17.14,6.30,27.50,광주,KIA,LG,8871.00
2023년9월19일,화요일,21.60,27.20,0.00,81.10,8.98,8.60,24.50,잠실,두산,NC,6726.00
2023년9월19일,화요일,20.10,28.30,0.00,78.80,15.78,7.80,26.30,한밭,한화,SSG,4014.00
2023년9월19일,화요일,20.30,28.10,0.00,84.90,11.25,8.10,24.40,수원,KT,삼성,7216.00
2023년9월19일,화요일,23.20,29.50,0.00,73.90,17.95,4.30,27.60,사직,롯데,키움,5523.00
2023년9월21일,목요일,16.20,21.50,3.00,89.30,6.85,8.50,21.50,한밭,한화,KIA,7747.00
2023년9월21일,목요일,17.40,22.80,0.10,71.90,13.09,7.00,22.10,문학,SSG,LG,12353.00
2023년9월21일,목요일,15.80,22.40,0.00,70.30,10.12,7.80,22.30,수원,KT,롯데,7691.00
2023년9월21일,목요일,17.50,23.60,0.00,70.90,13.28,7.10,21.60,고척,키움,NC,5178.00
2023년9월21일,목요일,18.20,21.20,3.40,91.00,6.12,9.50,22.30,대구,삼성,두산,7596.00
2023년9월22일,금요일,16.90,26.50,0.00,85.10,20.15,3.90,23.60,광주,KIA,KT,10221.00
2023년9월22일,금요일,16.90,25.30,0.00,70.40,20.63,1.60,22.50,문학,SSG,롯데,11561.00
2023년9월22일,금요일,15.20,26.70,0.00,68.40,20.37,2.00,21.80,잠실,LG,NC,16269.00
2023년9월22일,금요일,17.80,26.50,0.00,73.10,16.79,4.00,23.20,대구,삼성,두산,11568.00
2023년9월22일,금요일,14.90,24.90,0.00,79.80,16.70,4.00,22.10,한밭,한화,키움,7088.00
2023년9월23일,토요일,16.30,27.60,0.00,63.90,19.69,4.60,22.50,잠실,LG,한화,22765.00
2023년9월23일,토요일,16.30,25.40,0.00,80.50,13.84,7.40,21.30,광주,KIA,KT,13846.00
2023년9월23일,토요일,18.60,26.50,0.00,64.30,17.66,5.50,23.20,문학,SSG,롯데,19725.00
2023년9월23일,토요일,17.10,26.10,0.00,64.90,15.27,7.00,22.50,창원,NC,두산,11026.00
2023년9월24일,일요일,17.90,26.20,0.00,56.40,19.16,5.40,23.20,잠실,LG,한화,20369.00
2023년9월24일,일요일,16.70,27.90,0.00,75.00,18.43,4.80,21.90,광주,KIA,KT,10108.00
2023년9월24일,일요일,18.80,25.60,0.00,53.10,18.12,5.30,22.60,문학,SSG,롯데,16280.00
2023년9월24일,일요일,18.50,26.60,0.00,57.60,19.37,4.90,23.20,창원,NC,두산,8247.00
2023년9월26일,화요일,21.20,23.90,2.40,85.50,3.43,9.10,24.00,창원,NC,KIA,6945.00
2023년9월27일,수요일,20.30,28.30,0.00,77.90,9.02,6.90,25.40,창원,NC,KIA,3775.00
2023년9월27일,수요일,20.30,28.30,0.00,77.90,9.02,6.90,25.40,창원,NC,KIA,8190.00
2023년9월27일,수요일,20.00,23.70,4.40,90.10,6.65,9.10,22.60,잠실,LG,KT,5656.00
2023년9월27일,수요일,20.00,23.70,4.40,90.10,6.65,9.10,22.60,잠실,LG,KT,14733.00
2023년9월27일,수요일,19.60,22.70,3.40,90.40,6.05,9.10,22.30,문학,SSG,두산,6526.00
2023년9월27일,수요일,19.60,22.70,3.40,90.40,6.05,9.10,22.30,문학,SSG,두산,12132.00
2023년9월27일,수요일,20.40,23.90,1.40,89.00,5.25,9.50,22.90,한밭,한화,삼성,2807.00
2023년9월27일,수요일,20.40,23.90,1.40,89.00,5.25,9.50,22.90,한밭,한화,삼성,7281.00
2023년9월28일,목요일,22.10,29.30,0.00,61.10,20.54,1.10,29.00,사직,롯데,한화,12227.00
2023년9월28일,목요일,20.20,29.30,0.00,68.80,18.78,2.00,28.20,창원,NC,KIA,11864.00
2023년9월28일,목요일,19.60,27.30,0.00,78.30,17.06,5.00,24.30,고척,키움,SSG,7082.00
2023년9월28일,목요일,19.60,27.30,0.00,78.30,17.06,5.00,24.30,잠실,LG,삼성,21057.00
2023년9월29일,금요일,20.50,28.60,0.00,55.80,20.91,3.10,28.60,사직,롯데,한화,10279.00
2023년9월29일,금요일,17.40,26.90,0.00,61.50,16.39,7.10,22.30,고척,키움,KIA,14472.00
2023년9월29일,금요일,17.40,26.90,0.00,61.50,16.39,7.10,22.30,잠실,두산,LG,20951.00
2023년9월30일,토요일,17.30,22.40,20.50,71.10,9.35,6.30,21.20,문학,SSG,KIA,22191.00
2023년9월30일,토요일,17.10,22.20,4.50,77.00,7.45,6.10,21.00,잠실,두산,LG,23750.00
2023년9월30일,토요일,15.70,25.10,3.50,71.60,14.16,5.40,21.90,대구,삼성,NC,24000.00
2023년10월1일,일요일,15.70,22.70,0.00,57.10,20.03,0.40,19.60,문학,SSG,KIA,22701.00
2023년10월1일,일요일,14.40,23.70,0.00,59.50,20.05,0.10,19.30,잠실,두산,LG,23750.00
2023년10월1일,일요일,13.40,23.30,0.00,60.90,20.81,0.90,21.00,한밭,한화,NC,11004.00
2023년10월1일,일요일,18.20,26.00,0.00,51.00,20.97,2.40,25.70,사직,롯데,삼성,20159.00
2023년10월1일,일요일,12.00,23.40,0.00,69.00,20.12,0.00,21.40,수원,KT,키움,11337.00
2023년10월2일,월요일,10.10,24.40,0.00,62.60,19.69,2.40,21.30,수원,KT,LG,18700.00
2023년10월2일,월요일,10.90,23.60,0.00,65.50,20.12,3.00,21.30,한밭,한화,NC,12000.00
2023년10월2일,월요일,17.00,26.10,0.00,42.10,20.65,5.10,26.30,사직,롯데,삼성,15868.00
2023년10월2일,월요일,17.00,26.10,0.00,42.10,20.65,5.10,26.30,사직,롯데,삼성,16293.00
2023년10월2일,월요일,12.90,24.60,0.00,53.80,19.93,2.00,19.00,잠실,두산,키움,18050.00
2023년10월3일,화요일,11.60,23.00,0.00,70.80,9.68,4.50,18.70,수원,KT,KIA,16841.00
2023년10월3일,화요일,16.20,22.40,0.00,62.90,9.50,5.40,20.00,문학,SSG,NC,14507.00
2023년10월3일,화요일,17.90,22.50,0.90,61.90,4.83,9.00,22.50,사직,롯데,삼성,13042.00
2023년10월3일,화요일,14.40,22.50,0.00,66.30,9.40,4.90,18.40,잠실,두산,키움,14588.00
2023년10월4일,수요일,13.70,24.80,0.00,69.80,17.69,5.80,21.70,대구,삼성,한화,12571.00
2023년10월4일,수요일,12.30,23.90,2.20,73.90,14.14,6.10,20.50,수원,KT,KIA,3908.00
2023년10월4일,수요일,12.30,23.90,2.20,73.90,14.14,6.10,20.50,수원,KT,KIA,5907.00
2023년10월4일,수요일,16.90,26.50,0.00,54.10,20.29,6.10,26.30,사직,롯데,LG,6970.00
2023년10월4일,수요일,15.70,22.80,0.90,70.80,14.06,5.80,19.20,문학,SSG,NC,8006.00
2023년10월5일,목요일,13.60,21.20,0.00,38.60,18.99,4.80,20.20,대구,삼성,한화,14483.00
2023년10월5일,목요일,11.40,19.30,0.00,41.40,19.60,2.00,18.40,수원,KT,KIA,7264.00
2023년10월5일,목요일,15.40,22.70,0.00,31.00,19.59,4.00,25.10,사직,롯데,LG,10040.00
2023년10월5일,목요일,11.90,18.60,0.00,40.80,19.79,1.40,16.50,문학,SSG,NC,9004.00
2023년10월6일,금요일,11.30,20.60,0.00,46.80,17.45,7.00,18.10,문학,SSG,한화,15755.00
2023년10월6일,금요일,9.60,21.50,0.00,55.30,17.92,5.60,16.40,잠실,LG,KIA,23750.00
2023년10월6일,금요일,8.20,20.80,0.00,63.30,16.85,6.30,18.50,수원,KT,삼성,8132.00
2023년10월7일,토요일,10.30,20.70,0.00,66.60,11.00,8.40,17.10,수원,KT,한화,15210.00
2023년10월7일,토요일,11.70,21.20,0.00,62.60,13.16,7.80,16.00,고척,키움,LG,13301.00
2023년10월7일,토요일,11.70,21.20,0.00,62.60,13.16,7.80,16.00,잠실,두산,롯데,19916.00
2023년10월7일,토요일,15.40,22.10,0.00,58.10,9.49,9.10,20.20,창원,NC,SSG,13479.00
2023년10월8일,일요일,13.90,20.10,0.00,68.10,7.57,8.80,17.70,수원,KT,한화,15197.00
2023년10월8일,일요일,15.20,19.50,0.00,67.10,5.92,8.40,16.10,잠실,두산,롯데,21392.00
2023년10월8일,일요일,16.00,21.10,0.00,68.00,5.61,8.90,18.30,창원,NC,SSG,10073.00
2023년10월8일,일요일,14.90,22.70,1.40,84.00,11.92,7.80,22.00,광주,KIA,삼성,16005.00
2023년10월9일,월요일,15.50,22.50,0.00,70.30,10.62,7.80,20.90,창원,NC,한화,8716.00
2023년10월9일,월요일,14.10,22.40,1.20,68.10,11.77,6.00,18.30,잠실,LG,롯데,22807.00
2023년10월9일,월요일,15.70,23.20,0.00,80.00,12.89,7.80,21.70,광주,KIA,삼성,12758.00
2023년10월10일,화요일,14.60,23.90,0.00,58.90,16.64,4.50,21.60,창원,NC,한화,7342.00
2023년10월10일,화요일,11.90,23.50,0.00,67.10,18.62,0.00,18.30,잠실,LG,롯데,18521.00
2023년10월10일,화요일,11.00,23.30,0.00,78.10,17.78,0.30,20.60,수원,KT,두산,10937.00
2023년10월10일,화요일,14.50,22.50,0.00,79.80,17.17,2.90,21.90,광주,KIA,SSG,8333.00
2023년10월10일,화요일,11.90,23.50,0.00,67.10,18.62,0.00,18.30,고척,키움,삼성,11757.00
2023년10월11일,수요일,16.80,24.50,0.00,44.50,17.94,0.50,25.60,사직,롯데,두산,9940.00
2023년10월11일,수요일,13.30,24.30,0.00,72.90,18.98,0.90,22.70,광주,KIA,키움,3656.00
2023년10월12일,목요일,13.20,24.20,0.00,65.30,19.39,3.80,22.20,광주,KIA,롯데,4767.00
2023년10월12일,목요일,12.00,24.10,0.00,62.40,14.40,4.10,16.90,잠실,두산,NC,7113.00
2023년10월13일,금요일,14.30,21.50,0.00,69.60,9.14,7.60,16.50,잠실,두산,KIA,19188.00
2023년10월13일,금요일,14.10,23.40,0.00,61.40,13.05,8.80,21.80,창원,NC,LG,6257.00
2023년10월13일,금요일,15.80,21.50,0.00,69.40,11.41,6.80,18.80,문학,SSG,키움,16783.00
2023년10월14일,토요일,10.80,21.70,0.00,75.50,13.25,6.60,19.00,한밭,한화,롯데,9153.00
2023년10월14일,토요일,12.90,18.20,5.80,84.90,6.54,5.50,16.30,잠실,LG,두산,21771.00
2023년10월14일,토요일,13.00,24.00,0.20,76.30,14.45,5.90,19.00,대구,삼성,SSG,24000.00
2023년10월15일,일요일,10.50,21.10,0.00,75.60,13.53,2.40,18.10,한밭,한화,롯데,9840.00
2023년10월15일,일요일,10.90,21.20,0.00,80.00,13.73,2.00,16.10,잠실,LG,두산,23750.00
2023년10월15일,일요일,13.80,23.50,0.00,56.80,15.26,0.80,19.70,창원,NC,삼성,17861.00
2023년10월16일,월요일,8.90,20.70,0.00,64.50,15.47,1.50,18.20,한밭,한화,롯데,12000.00
2023년10월16일,월요일,12.40,20.60,0.00,77.80,17.87,1.00,20.10,광주,KIA,NC,5251.00
2023년10월16일,월요일,10.70,19.60,0.00,57.00,18.00,0.00,15.90,잠실,두산,SSG,15850.00
2023년10월17일,화요일,9.40,21.70,0.00,75.10,19.11,0.00,19.10,광주,KIA,NC,10175.00
2023년10월17일,화요일,10.50,19.50,0.00,50.80,17.19,0.00,14.30,문학,SSG,두산,21007.00
2024년3월23일,토요일,9.30,18.20,0.10,66.00,19.20,6.40,14.00,잠실,LG,한화,23750.00
2024년3월23일,토요일,7.10,16.10,0.00,74.10,18.65,7.60,12.80,문학,SSG,롯데,23000.00
2024년3월23일,토요일,12.80,22.00,2.40,70.00,20.78,5.00,17.70,창원,NC,두산,17891.00
2024년3월23일,토요일,8.80,18.80,0.00,78.40,21.01,5.10,16.80,수원,KT,삼성,18700.00
2024년3월23일,토요일,13.10,23.50,0.00,64.90,21.15,7.40,21.20,광주,KIA,키움,20500.00
2024년3월24일,일요일,10.50,23.40,0.00,42.50,19.89,4.90,14.50,잠실,LG,한화,23750.00
2024년3월24일,일요일,8.90,21.50,0.00,47.30,20.59,5.30,13.20,문학,SSG,롯데,23000.00
2024년3월24일,일요일,10.50,13.70,2.20,75.60,3.41,9.90,12.00,창원,NC,두산,14555.00
2024년3월24일,일요일,7.40,22.50,0.00,70.40,18.96,4.30,15.90,수원,KT,삼성,18700.00
2024년3월26일,화요일,2.00,11.10,11.90,83.00,17.51,5.90,10.70,문학,SSG,한화,10541.00
2024년3월26일,화요일,5.90,12.20,23.00,96.60,8.17,7.00,12.40,광주,KIA,롯데,7328.00
2024년3월26일,화요일,3.40,11.10,15.70,78.60,13.43,8.00,9.10,수원,KT,두산,4378.00
2024년3월26일,화요일,3.20,12.40,11.50,77.30,13.76,6.10,9.60,잠실,LG,삼성,14229.00
2024년3월26일,화요일,6.50,12.20,12.80,76.30,8.79,7.00,10.90,창원,NC,키움,2839.00
2024년3월27일,수요일,4.80,13.60,0.00,75.90,18.00,5.10,10.90,문학,SSG,한화,11005.00
2024년3월27일,수요일,4.90,16.00,0.00,86.80,15.22,8.90,12.50,광주,KIA,롯데,8672.00
2024년3월27일,수요일,3.10,16.20,0.00,72.10,18.46,4.60,11.40,수원,KT,두산,5271.00
2024년3월27일,수요일,4.40,16.20,0.00,68.40,18.46,5.30,11.80,잠실,LG,삼성,18041.00
2024년3월27일,수요일,4.30,15.60,0.00,73.40,18.87,5.50,12.20,창원,NC,키움,3681.00
2024년3월28일,목요일,6.10,13.00,0.60,82.30,6.95,8.90,11.60,문학,SSG,한화,11755.00
2024년3월28일,목요일,7.70,11.50,2.20,85.10,4.77,9.10,9.90,수원,KT,두산,4304.00
2024년3월28일,목요일,7.80,12.20,1.90,81.80,4.13,8.50,10.80,잠실,LG,삼성,13420.00
2024년3월28일,목요일,5.00,12.30,1.40,73.00,6.68,4.80,7.70,잠실,두산,KIA,23750.00
2024년3월29일,금요일,5.80,13.80,0.20,77.60,9.66,3.80,9.50,한밭,한화,KT,12000.00
2024년3월29일,금요일,5.00,12.30,1.40,73.00,6.68,4.80,7.70,고척,키움,LG,8465.00
2024년3월29일,금요일,9.20,16.50,0.00,69.60,18.43,2.10,13.60,사직,롯데,NC,21554.00
2024년3월29일,금요일,5.10,20.10,0.00,57.10,20.46,1.90,12.70,대구,삼성,SSG,21479.00
2024년3월30일,금요일,3.00,15.60,0.00,56.50,16.07,3.90,9.10,잠실,두산,KIA,23750.00
2024년3월30일,토요일,1.80,16.50,0.00,66.10,11.23,4.30,9.30,한밭,한화,KT,12000.00
2024년3월30일,토요일,3.00,15.60,0.00,56.50,16.07,3.90,9.10,고척,키움,LG,13462.00
2024년3월30일,토요일,8.10,17.60,0.00,57.90,14.16,3.30,13.30,사직,롯데,NC,22754.00
2024년3월30일,토요일,3.90,18.80,1.30,53.60,15.86,2.10,11.80,대구,삼성,SSG,24000.00
2024년3월31일,일요일,3.40,17.70,0.00,39.90,22.79,1.60,11.60,잠실,두산,KIA,23750.00
2024년3월31일,일요일,2.30,18.80,0.00,44.90,22.02,3.30,11.00,한밭,한화,KT,12000.00
2024년3월31일,일요일,3.40,17.70,0.00,39.90,22.79,1.60,11.60,고척,키움,LG,11822.00
2024년3월31일,일요일,10.80,17.50,0.00,74.80,17.31,4.80,14.80,사직,롯데,NC,21578.00
2024년3월31일,일요일,8.00,19.90,0.00,41.60,20.70,3.00,13.50,대구,삼성,SSG,22886.00
2024년4월2일,화요일,4.50,23.10,0.00,77.86,21.99,4.38,15.69,수원,KT,KIA,9682.00
